id,source_sentence_id,domain,split,sentence,target,from,to,polarity,is_implicit,opinion_words,source_file
15,296,restaurant,train,"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",mayonnaise,18,28,negative,1.0,,Restaurants_Train_v2_Implicit_Labeled.xml
16,296,restaurant,train,"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",bacon,126,131,negative,0.0,over cooked,Restaurants_Train_v2_Implicit_Labeled.xml
17,296,restaurant,train,"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",cheese,73,79,neutral,0.0,left out,Restaurants_Train_v2_Implicit_Labeled.xml
18,296,restaurant,train,"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",ingredients,57,68,negative,0.0,left out,Restaurants_Train_v2_Implicit_Labeled.xml
19,296,restaurant,train,"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",plate,170,175,neutral,0.0,over cooked,Restaurants_Train_v2_Implicit_Labeled.xml
20,296,restaurant,train,"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",omelet,86,92,neutral,0.0,left out,Restaurants_Train_v2_Implicit_Labeled.xml
21,1793,restaurant,train,"It took half an hour to get our check, which was perfect since we could sit, have drinks and talk!",drinks,82,88,neutral,1.0,,Restaurants_Train_v2_Implicit_Labeled.xml
22,1793,restaurant,train,"It took half an hour to get our check, which was perfect since we could sit, have drinks and talk!",check,32,37,neutral,1.0,,Restaurants_Train_v2_Implicit_Labeled.xml
23,2200,restaurant,train,The design and atmosphere is just as good.,design,4,10,positive,0.0,good,Restaurants_Train_v2_Implicit_Labeled.xml
24,2200,restaurant,train,The design and atmosphere is just as good.,atmosphere,15,25,positive,0.0,good,Restaurants_Train_v2_Implicit_Labeled.xml
25,3195,restaurant,train,He has visited Thailand and is quite expert on the cuisine.,cuisine,51,58,positive,1.0,,Restaurants_Train_v2_Implicit_Labeled.xml
26,3359,restaurant,train,The pizza is the best if you like thin crusted pizza.,pizza,4,9,positive,0.0,best,Restaurants_Train_v2_Implicit_Labeled.xml
27,3359,restaurant,train,The pizza is the best if you like thin crusted pizza.,thin crusted pizza,34,52,neutral,1.0,,Restaurants_Train_v2_Implicit_Labeled.xml
28,3534,restaurant,train,"All the money went into the interior decoration, none of it went to the chefs.",interior decoration,28,47,positive,1.0,,Restaurants_Train_v2_Implicit_Labeled.xml
29,3534,restaurant,train,"All the money went into the interior decoration, none of it went to the chefs.",chefs,72,77,negative,1.0,,Restaurants_Train_v2_Implicit_Labeled.xml
30,1407,restaurant,train,The seats are uncomfortable if you are sitting against the wall on wooden benches.,seats,4,9,negative,0.0,uncomfortable,Restaurants_Train_v2_Implicit_Labeled.xml
31,565,restaurant,train,"I asked for seltzer with lime, no ice.",seltzer with lime,12,29,neutral,1.0,,Restaurants_Train_v2_Implicit_Labeled.xml
32,675,restaurant,train,"Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods.",pickles,77,84,positive,1.0,,Restaurants_Train_v2_Implicit_Labeled.xml
33,675,restaurant,train,"Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods.",selection of meats and seafoods,91,122,positive,1.0,,Restaurants_Train_v2_Implicit_Labeled.xml
34,2227,restaurant,train,My suggestion is to eat family style because you'll want to try the other dishes.,dishes,74,80,neutral,1.0,,Restaurants_Train_v2_Implicit_Labeled.xml
35,2227,restaurant,train,My suggestion is to eat family style because you'll want to try the other dishes.,eat family style,20,36,positive,0.0,suggestion,Restaurants_Train_v2_Implicit_Labeled.xml
36,3367,restaurant,train,"Best of all is the warm vibe, the owner is super friendly and service is fast.",vibe,24,28,positive,0.0,warm,Restaurants_Train_v2_Implicit_Labeled.xml
37,3367,restaurant,train,"Best of all is the warm vibe, the owner is super friendly and service is fast.",owner,34,39,positive,0.0,friendly,Restaurants_Train_v2_Implicit_Labeled.xml
38,3367,restaurant,train,"Best of all is the warm vibe, the owner is super friendly and service is fast.",service,62,69,positive,0.0,fast,Restaurants_Train_v2_Implicit_Labeled.xml
39,2191,restaurant,train,Faan's got a great concept but a little rough on the delivery.,delivery,53,61,negative,0.0,rough,Restaurants_Train_v2_Implicit_Labeled.xml
40,270,restaurant,train,"From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat.",food,20,24,positive,0.0,incredible,Restaurants_Train_v2_Implicit_Labeled.xml
41,270,restaurant,train,"From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat.",atmosphere,38,48,positive,0.0,warm,Restaurants_Train_v2_Implicit_Labeled.xml
42,270,restaurant,train,"From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat.",service,66,73,positive,0.0,friendly,Restaurants_Train_v2_Implicit_Labeled.xml
43,638,restaurant,train,"Great food at REASONABLE prices, makes for an evening that can't be beat!",food,6,10,positive,0.0,Great,Restaurants_Train_v2_Implicit_Labeled.xml
44,638,restaurant,train,"Great food at REASONABLE prices, makes for an evening that can't be beat!",prices,25,31,positive,0.0,REASONABLE,Restaurants_Train_v2_Implicit_Labeled.xml
45,388,restaurant,train,this little place has a cute interior decor and affordable city prices.,interior decor,29,43,positive,0.0,cute,Restaurants_Train_v2_Implicit_Labeled.xml
46,388,restaurant,train,this little place has a cute interior decor and affordable city prices.,prices,64,70,positive,0.0,affordable,Restaurants_Train_v2_Implicit_Labeled.xml
47,3373,restaurant,train,Two words: Free wine.,wine,16,20,positive,0.0,Free,Restaurants_Train_v2_Implicit_Labeled.xml
48,425,restaurant,train,The price is reasonable although the service is poor.,price,4,9,positive,0.0,reasonable,Restaurants_Train_v2_Implicit_Labeled.xml
49,425,restaurant,train,The price is reasonable although the service is poor.,service,37,44,negative,0.0,poor,Restaurants_Train_v2_Implicit_Labeled.xml
50,3192,restaurant,train,"The quantity is also very good, you will come out satisfied.",quantity,4,12,positive,0.0,good satisfied,Restaurants_Train_v2_Implicit_Labeled.xml
51,391,restaurant,train,"I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action.",sushi,118,123,neutral,1.0,,Restaurants_Train_v2_Implicit_Labeled.xml
52,391,restaurant,train,"I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action.",sushi bar,146,155,neutral,1.0,,Restaurants_Train_v2_Implicit_Labeled.xml
53,2384,restaurant,train,The fried rice is amazing here.,fried rice,4,14,positive,0.0,amazing,Restaurants_Train_v2_Implicit_Labeled.xml
54,2962,restaurant,train,"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.",mussels,42,49,positive,0.0,excellent,Restaurants_Train_v2_Implicit_Labeled.xml
55,2962,restaurant,train,"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.",puff pastry goat cheese,51,74,positive,0.0,excellent,Restaurants_Train_v2_Implicit_Labeled.xml
56,2962,restaurant,train,"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.",salad with a delicious dressing,79,110,positive,0.0,delicious,Restaurants_Train_v2_Implicit_Labeled.xml
57,2962,restaurant,train,"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.",hanger steak au poivre,118,140,positive,0.0,out of this world,Restaurants_Train_v2_Implicit_Labeled.xml
58,2962,restaurant,train,"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.",courses,6,13,neutral,1.0,,Restaurants_Train_v2_Implicit_Labeled.xml
59,3404,restaurant,train,it's a perfect place to have a amanzing indian food.,indian food,40,51,positive,0.0,amazing,Restaurants_Train_v2_Implicit_Labeled.xml
60,2599,restaurant,train,The place is so cool and the service is prompt and curtious.,service,29,36,positive,0.0,prompt curtious,Restaurants_Train_v2_Implicit_Labeled.xml
61,2599,restaurant,train,The place is so cool and the service is prompt and curtious.,place,4,9,positive,0.0,cool,Restaurants_Train_v2_Implicit_Labeled.xml
62,673,restaurant,train,At the end you're left with a mild broth with noodles that you can slurp out of a cup.,broth with noodles,35,53,positive,0.0,mild,Restaurants_Train_v2_Implicit_Labeled.xml
63,648,restaurant,train,I just wonder how you can have such a delicious meal for such little money.,meal,48,52,positive,0.0,delicious,Restaurants_Train_v2_Implicit_Labeled.xml
64,648,restaurant,train,I just wonder how you can have such a delicious meal for such little money.,money,69,74,positive,0.0,little,Restaurants_Train_v2_Implicit_Labeled.xml
65,863,restaurant,train,The food was delicious but do not come here on a empty stomach.,food,4,8,conflict,,,Restaurants_Train_v2_Implicit_Labeled.xml
66,1623,restaurant,train,The wine list is excellent.,wine list,4,13,positive,0.0,excellent,Restaurants_Train_v2_Implicit_Labeled.xml
67,430,restaurant,train,"Ive been to many Thai restaurants in Manhattan before, and Toons is by far the best Thai food Ive had (except for my mom's of course).",Thai food,84,93,positive,0.0,best,Restaurants_Train_v2_Implicit_Labeled.xml
68,1101,restaurant,train,They wouldnt even let me finish my glass of wine before offering another.,glass of wine,35,48,neutral,1.0,,Restaurants_Train_v2_Implicit_Labeled.xml
69,324,restaurant,train,"Whem asked, we had to ask more detailed questions so that we knew what the specials were.",specials,75,83,neutral,1.0,,Restaurants_Train_v2_Implicit_Labeled.xml
70,2783,restaurant,train,This is a consistently great place to dine for lunch or dinner.,lunch,47,52,neutral,1.0,,Restaurants_Train_v2_Implicit_Labeled.xml
71,2783,restaurant,train,This is a consistently great place to dine for lunch or dinner.,dinner,56,62,neutral,1.0,,Restaurants_Train_v2_Implicit_Labeled.xml
72,2783,restaurant,train,This is a consistently great place to dine for lunch or dinner.,dine,38,42,positive,0.0,great,Restaurants_Train_v2_Implicit_Labeled.xml
73,2983,restaurant,train,"Nice atmosphere, the service was very pleasant and the desert was good.",atmosphere,5,15,positive,0.0,Nice,Restaurants_Train_v2_Implicit_Labeled.xml
74,2983,restaurant,train,"Nice atmosphere, the service was very pleasant and the desert was good.",service,21,28,positive,0.0,pleasant,Restaurants_Train_v2_Implicit_Labeled.xml
75,2983,restaurant,train,"Nice atmosphere, the service was very pleasant and the desert was good.",desert,55,61,positive,0.0,good,Restaurants_Train_v2_Implicit_Labeled.xml
76,627,restaurant,train,After really enjoying ourselves at the bar we sat down at a table and had dinner.,bar,39,42,positive,0.0,enjoying,Restaurants_Train_v2_Implicit_Labeled.xml
77,627,restaurant,train,After really enjoying ourselves at the bar we sat down at a table and had dinner.,table,60,65,neutral,0.0,enjoying,Restaurants_Train_v2_Implicit_Labeled.xml
78,627,restaurant,train,After really enjoying ourselves at the bar we sat down at a table and had dinner.,dinner,74,80,neutral,0.0,enjoying,Restaurants_Train_v2_Implicit_Labeled.xml
79,3219,restaurant,train,"Fabulous service, fantastic food, and a chilled out atmosphere and environment.",service,9,16,positive,0.0,Fabulous,Restaurants_Train_v2_Implicit_Labeled.xml
80,3219,restaurant,train,"Fabulous service, fantastic food, and a chilled out atmosphere and environment.",food,28,32,positive,0.0,fantastic,Restaurants_Train_v2_Implicit_Labeled.xml
81,3219,restaurant,train,"Fabulous service, fantastic food, and a chilled out atmosphere and environment.",atmosphere,52,62,positive,0.0,chilled out,Restaurants_Train_v2_Implicit_Labeled.xml
82,3219,restaurant,train,"Fabulous service, fantastic food, and a chilled out atmosphere and environment.",environment,67,78,positive,0.0,chilled out,Restaurants_Train_v2_Implicit_Labeled.xml
83,2787,restaurant,train,Try the lasagnette appetizer.,lasagnette appetizer,8,28,positive,1.0,,Restaurants_Train_v2_Implicit_Labeled.xml
84,604,restaurant,train,I liked the beer selection!,beer selection,12,26,positive,0.0,liked,Restaurants_Train_v2_Implicit_Labeled.xml
85,2911,restaurant,train,"Great food, good size menu, great service and an unpretensious setting.",food,6,10,positive,0.0,Great,Restaurants_Train_v2_Implicit_Labeled.xml
86,2911,restaurant,train,"Great food, good size menu, great service and an unpretensious setting.",menu,22,26,positive,0.0,good,Restaurants_Train_v2_Implicit_Labeled.xml
87,2911,restaurant,train,"Great food, good size menu, great service and an unpretensious setting.",service,34,41,positive,0.0,great,Restaurants_Train_v2_Implicit_Labeled.xml
88,2911,restaurant,train,"Great food, good size menu, great service and an unpretensious setting.",setting,63,70,positive,0.0,unpretentious,Restaurants_Train_v2_Implicit_Labeled.xml
89,3074,restaurant,train,Go here for a romantic dinner but not for an all out wow dining experience.,dinner,23,29,positive,0.0,romantic,Restaurants_Train_v2_Implicit_Labeled.xml
90,3074,restaurant,train,Go here for a romantic dinner but not for an all out wow dining experience.,dining,57,63,positive,0.0,wow,Restaurants_Train_v2_Implicit_Labeled.xml
91,1074,restaurant,train,I grew up eating Dosa and have yet to find a place in NY to satisfy my taste buds.,Dosa,17,21,neutral,1.0,,Restaurants_Train_v2_Implicit_Labeled.xml
92,912,restaurant,train,Wine list selection is good and wine-by-the-glass was generously filled to the top.,Wine list selection,0,19,positive,0.0,good,Restaurants_Train_v2_Implicit_Labeled.xml
93,912,restaurant,train,Wine list selection is good and wine-by-the-glass was generously filled to the top.,wine-by-the-glass,32,49,positive,0.0,generously filled,Restaurants_Train_v2_Implicit_Labeled.xml
94,728,restaurant,train,"With the great variety on the menu , I eat here often and never get bored .",menu,30,34,positive,0.0,great variety,Restaurants_Train_v2_Implicit_Labeled.xml
95,2925,restaurant,train,The menu is very limited - i think we counted 4 or 5 entrees.,menu,4,8,negative,0.0,limited,Restaurants_Train_v2_Implicit_Labeled.xml
96,2925,restaurant,train,The menu is very limited - i think we counted 4 or 5 entrees.,entrees,53,60,negative,1.0,,Restaurants_Train_v2_Implicit_Labeled.xml
97,3436,restaurant,train,The menu is limited but almost all of the dishes are excellent.,menu,4,8,negative,0.0,limited,Restaurants_Train_v2_Implicit_Labeled.xml
98,3436,restaurant,train,The menu is limited but almost all of the dishes are excellent.,dishes,42,48,positive,0.0,excellent,Restaurants_Train_v2_Implicit_Labeled.xml
99,3273,restaurant,train,Not too crazy about their sake martini.,sake martini,26,38,negative,0.0,crazy,Restaurants_Train_v2_Implicit_Labeled.xml
100,1215,restaurant,train,"Great bagels, spreads and a good place to hang out in.",bagels,6,12,positive,0.0,Great,Restaurants_Train_v2_Implicit_Labeled.xml
101,1215,restaurant,train,"Great bagels, spreads and a good place to hang out in.",spreads,14,21,positive,0.0,Great,Restaurants_Train_v2_Implicit_Labeled.xml
102,183,restaurant,train,"The service varys from day to day- sometimes they're very nice, and sometimes not.",service,4,11,conflict,,,Restaurants_Train_v2_Implicit_Labeled.xml
103,282,restaurant,train,One thing I liked about this place is that I never felt rushed or pressured to give up my table ot incoming guests.,table,90,95,neutral,1.0,,Restaurants_Train_v2_Implicit_Labeled.xml
104,3249,restaurant,train,"Unfortunately, the food is outstanding, but everything else about this restaurant is the pits.",food,19,23,positive,0.0,outstanding,Restaurants_Train_v2_Implicit_Labeled.xml
105,3207,restaurant,train,We always have a delicious meal and always leave feeling satisfied.,meal,27,31,positive,0.0,delicious,Restaurants_Train_v2_Implicit_Labeled.xml
106,672,restaurant,train,"Dip the ingredients in with your chopsticks, swirl them around, and eat.",ingredients,8,19,neutral,1.0,,Restaurants_Train_v2_Implicit_Labeled.xml
107,672,restaurant,train,"Dip the ingredients in with your chopsticks, swirl them around, and eat.",chopsticks,33,43,neutral,1.0,,Restaurants_Train_v2_Implicit_Labeled.xml
108,2972,restaurant,train,First went here to enjoy their garden terrace.,garden terrace,31,45,positive,0.0,enjoy,Restaurants_Train_v2_Implicit_Labeled.xml
109,1755,restaurant,train,The pizza was pretty good and huge.,pizza,4,9,positive,0.0,good huge,Restaurants_Train_v2_Implicit_Labeled.xml
110,2277,restaurant,train,"The cuisine from what I've gathered is authentic Taiwanese, though its very different from what I've been accustomed to in Taipei.",cuisine,4,11,neutral,0.0,different,Restaurants_Train_v2_Implicit_Labeled.xml
111,3680,restaurant,train,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,atmosphere,50,60,positive,0.0,great,Restaurants_Train_v2_Implicit_Labeled.xml
112,3155,restaurant,train,They are often crowded on the weekends but they are efficient and accurate with their service.,service,86,93,positive,0.0,efficient accurate,Restaurants_Train_v2_Implicit_Labeled.xml
113,3155,restaurant,train,They are often crowded on the weekends but they are efficient and accurate with their service.,crowded,15,22,negative,0.0,crowded,Restaurants_Train_v2_Implicit_Labeled.xml
114,1688,restaurant,train,All my co-workers were amazed at how small the dish was.,dish,47,51,negative,0.0,small,Restaurants_Train_v2_Implicit_Labeled.xml
115,598,restaurant,train,"The atmosphere is unheralded, the service impecible, and the food magnificant.",atmosphere,4,14,positive,0.0,unheralded,Restaurants_Train_v2_Implicit_Labeled.xml
116,598,restaurant,train,"The atmosphere is unheralded, the service impecible, and the food magnificant.",service,34,41,positive,0.0,impeccable,Restaurants_Train_v2_Implicit_Labeled.xml
117,598,restaurant,train,"The atmosphere is unheralded, the service impecible, and the food magnificant.",food,61,65,positive,0.0,magnificant,Restaurants_Train_v2_Implicit_Labeled.xml
118,2926,restaurant,train,"We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.",grilled branzino,24,40,negative,0.0,difficult to eat,Restaurants_Train_v2_Implicit_Labeled.xml
119,3083,restaurant,train,"The wait staff is friendly, and the food has gotten better and better!",wait staff,4,14,positive,0.0,friendly,Restaurants_Train_v2_Implicit_Labeled.xml
120,3083,restaurant,train,"The wait staff is friendly, and the food has gotten better and better!",food,36,40,positive,0.0,better better,Restaurants_Train_v2_Implicit_Labeled.xml
121,2977,restaurant,train,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",vibe,44,48,positive,0.0,good,Restaurants_Train_v2_Implicit_Labeled.xml
122,2977,restaurant,train,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",French food,76,87,positive,0.0,best,Restaurants_Train_v2_Implicit_Labeled.xml
123,2977,restaurant,train,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",packed,16,22,negative,1.0,,Restaurants_Train_v2_Implicit_Labeled.xml
124,2604,restaurant,train,Right off the L in Brooklyn this is a nice cozy place with good pizza.,pizza,64,69,positive,0.0,good,Restaurants_Train_v2_Implicit_Labeled.xml
125,2604,restaurant,train,Right off the L in Brooklyn this is a nice cozy place with good pizza.,place,48,53,positive,0.0,nice cozy,Restaurants_Train_v2_Implicit_Labeled.xml
126,2960,restaurant,train,Le Pere Pinard has a $15 pre-theater menu that is outstanding.,pre-theater menu,25,41,positive,0.0,outstanding,Restaurants_Train_v2_Implicit_Labeled.xml
127,1383,restaurant,train,I also ordered for delivery and the restaurant forgot half the order.,delivery,19,27,negative,0.0,forgot,Restaurants_Train_v2_Implicit_Labeled.xml
128,1383,restaurant,train,I also ordered for delivery and the restaurant forgot half the order.,order,63,68,negative,0.0,forgot,Restaurants_Train_v2_Implicit_Labeled.xml
129,892,restaurant,train,Our server checked on us maybe twice during the entire meal.,server,4,10,negative,1.0,,Restaurants_Train_v2_Implicit_Labeled.xml
130,892,restaurant,train,Our server checked on us maybe twice during the entire meal.,meal,55,59,neutral,1.0,,Restaurants_Train_v2_Implicit_Labeled.xml
131,2936,restaurant,train,The strong scents coming from the left and right of me negatively affected my taste buds.,scents,11,17,negative,0.0,strong,Restaurants_Train_v2_Implicit_Labeled.xml
132,3423,restaurant,train,We had the lobster sandwich and it was FANTASTIC.,lobster sandwich,11,27,positive,0.0,FANTASTIC,Restaurants_Train_v2_Implicit_Labeled.xml
133,1197,restaurant,train,"Had we been stalling I could understand where they were coming from, but we had been there less than an hour and they hadn't even brought us a check yet!",check,143,148,negative,1.0,,Restaurants_Train_v2_Implicit_Labeled.xml
134,2274,restaurant,train,"Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.",Spider Roll,11,22,conflict,,,Restaurants_Train_v2_Implicit_Labeled.xml
135,2274,restaurant,train,"Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.",price,124,129,positive,0.0,well worth,Restaurants_Train_v2_Implicit_Labeled.xml
136,2274,restaurant,train,"Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.",shell crab,67,77,positive,0.0,soft,Restaurants_Train_v2_Implicit_Labeled.xml
137,2804,restaurant,train,Deep Fried Skewers are good and still rare to find in NYC.,Deep Fried Skewers,0,18,positive,0.0,good rare,Restaurants_Train_v2_Implicit_Labeled.xml
138,194,restaurant,train,"I have tried to make reservations, but both times, the hostess didn't have my name.",reservations,21,33,neutral,1.0,,Restaurants_Train_v2_Implicit_Labeled.xml
139,194,restaurant,train,"I have tried to make reservations, but both times, the hostess didn't have my name.",hostess,55,62,negative,1.0,,Restaurants_Train_v2_Implicit_Labeled.xml
140,148,restaurant,train,I also recommend the rice dishes or the different varieties of congee (rice porridge).,rice dishes,21,32,positive,0.0,recommend,Restaurants_Train_v2_Implicit_Labeled.xml
141,148,restaurant,train,I also recommend the rice dishes or the different varieties of congee (rice porridge).,congee (rice porridge),63,85,positive,0.0,recommend,Restaurants_Train_v2_Implicit_Labeled.xml
142,2747,restaurant,train,Their tuna tartar appetizer is to die for.,tuna tartar appetizer,6,27,positive,0.0,die for,Restaurants_Train_v2_Implicit_Labeled.xml
143,856,restaurant,train,"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",Food,25,29,conflict,,,Restaurants_Train_v2_Implicit_Labeled.xml
144,856,restaurant,train,"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",chef,114,118,positive,0.0,passion,Restaurants_Train_v2_Implicit_Labeled.xml
145,856,restaurant,train,"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",fish dishes,186,197,positive,0.0,evident,Restaurants_Train_v2_Implicit_Labeled.xml
146,856,restaurant,train,"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",soups,202,207,positive,0.0,evident,Restaurants_Train_v2_Implicit_Labeled.xml
147,856,restaurant,train,"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",kitchen,134,141,positive,0.0,precise execution,Restaurants_Train_v2_Implicit_Labeled.xml
148,856,restaurant,train,"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",cuisine,104,111,positive,1.0,,Restaurants_Train_v2_Implicit_Labeled.xml
149,2033,restaurant,train,"If you love wine and cheese and delicious french fare, you'll love Artisanal!",wine,12,16,positive,0.0,love,Restaurants_Train_v2_Implicit_Labeled.xml
150,2033,restaurant,train,"If you love wine and cheese and delicious french fare, you'll love Artisanal!",french fare,42,53,positive,0.0,love,Restaurants_Train_v2_Implicit_Labeled.xml
151,2033,restaurant,train,"If you love wine and cheese and delicious french fare, you'll love Artisanal!",cheese,21,27,positive,0.0,love,Restaurants_Train_v2_Implicit_Labeled.xml
152,1402,restaurant,train,I love Indian food and consider myself to be quite an expert on it.,Indian food,7,18,positive,0.0,love,Restaurants_Train_v2_Implicit_Labeled.xml
153,439,restaurant,train,Some baby pizzas get their wish.,baby pizzas,5,16,neutral,1.0,,Restaurants_Train_v2_Implicit_Labeled.xml
154,2053,restaurant,train,Overall A oh ya even though there is waiting it is deff worth it,waiting,37,44,negative,0.0,worth,Restaurants_Train_v2_Implicit_Labeled.xml
155,3316,restaurant,train,The lava cake dessert was incredible and I recommend it.,lava cake dessert,4,21,positive,0.0,incredible recommend,Restaurants_Train_v2_Implicit_Labeled.xml
156,433,restaurant,train,VT is what baby pizzas hope to be when they grow up.,baby pizzas,11,22,neutral,1.0,,Restaurants_Train_v2_Implicit_Labeled.xml
157,738,restaurant,train,"From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.",service,18,25,negative,0.0,terrible,Restaurants_Train_v2_Implicit_Labeled.xml
