id,source_sentence_id,domain,split,sentence,target,from,to,polarity,is_implicit,opinion_words,source_file
120,1718,laptop,train,I eventually did the migration from my iMac backup disc which uses USB.,USB,67,70,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
124,654,laptop,train,Temperatures on the outside were alright but i did not track in Core Processing Unit temperatures.,Core Processing Unit temperatures,64,97,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
125,1110,laptop,train,Going to bring it to service today.,service,21,28,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
128,1289,laptop,train,"So, I paid a visit to LG notebook service center at Alexandra Road, hoping they can make the hinge tighter.",LG notebook service center,22,48,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
129,1289,laptop,train,"So, I paid a visit to LG notebook service center at Alexandra Road, hoping they can make the hinge tighter.",hinge,93,98,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
130,2985,laptop,train,"My daughter uses it for games, email, facebook, pictures and music.",games,24,29,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
137,1374,laptop,train,"Also, if you need to talk to a representive at Microsoft, there is a charge, which I believe is robbery, since you are charged enormous amounts for a very badly designed system, which most people would have went with XP if they could.",representive at Microsoft,31,56,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
139,1374,laptop,train,"Also, if you need to talk to a representive at Microsoft, there is a charge, which I believe is robbery, since you are charged enormous amounts for a very badly designed system, which most people would have went with XP if they could.",XP,217,219,positive,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
141,2864,laptop,train,I love WIndows 7 which is a vast improvment over Vista.,Vista,49,54,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
144,156,laptop,train,"It had a cooling system malfunction after 10 minutes of general use, and would not move past this error.",cooling system,9,23,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
145,156,laptop,train,"It had a cooling system malfunction after 10 minutes of general use, and would not move past this error.",use,64,67,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
146,2095,laptop,train,"I can render AVCHD movies with little effort, which was a problem for most pc's unless you had a quad core I7.",quad core I7,97,109,positive,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
149,2004,laptop,train,"If you really want a bang-up system and don't need to run Windows applications, go with an Apple;",Windows applications,58,78,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
151,493,laptop,train,It weighed like seven pounds or something like that.,weighed,3,10,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
152,493,laptop,train,It weighed like seven pounds or something like that.,seven pounds,16,28,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
153,902,laptop,train,"2 months later, the battery went.",battery,20,27,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
154,2433,laptop,train,You may need to special order a bag.,bag,32,35,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
157,609,laptop,train,keys are all in weird places and is way too large for the way it is designed.,designed,68,76,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
165,1427,laptop,train,"BEST BUY - 5 STARS + + + (sales, service, respect for old men who aren't familiar with the technology) DELL COMPUTERS - 3 stars DELL SUPPORT - owes a me a couple",DELL SUPPORT,128,140,positive,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
172,2465,laptop,train,"Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of ""extra key"", etc.",keyboard,71,79,positive,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
173,2465,laptop,train,"Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of ""extra key"", etc.",keys,84,88,positive,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
174,2465,laptop,train,"Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of ""extra key"", etc.","configuration of ""extra key""",118,146,positive,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
175,2331,laptop,train,) I also tried the touch pad and compared it to other netbooks in the store.,touch pad,19,28,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
177,599,laptop,train,"It absolutely is more expensive than most PC laptops, but the ease of use, security, and minimal problems that have arisen make it well worth the pricetag.",security,75,83,positive,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
180,823,laptop,train,"It gets stuck all of the time you use it, and you have to keep tapping on it to get it to work.",work,92,96,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
187,1259,laptop,train,"Acer was no help and Garmin could not determine the problem(after spending about 2 hours with me), so I returned it and purchased a Toshiba R700 that seems even nicer and I was able to load all of my software with no problem.",software,200,208,positive,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
197,1069,laptop,train,"The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.",Bluetooth,4,13,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
198,1069,laptop,train,"The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.",fingerprint reader driver,44,69,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
199,1069,laptop,train,"The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.",software,94,102,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
208,1654,laptop,train,"It's applications are terrific, including the replacements for Microsoft office.",Microsoft office,63,79,positive,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
209,3058,laptop,train,"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.",Resolution,35,45,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
210,3058,laptop,train,"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.",appearance,47,57,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
211,3058,laptop,train,"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.",cooling system,59,73,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
212,3058,laptop,train,"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.",graphics card,75,88,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
217,104,laptop,train,Is this partially due to the fact that it is running Windows Vista?,Windows Vista,53,66,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
221,1417,laptop,train,The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,warrenty,72,80,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
223,2886,laptop,train,"My dad has one of the very first Toshibas ever made, yes its abit slow now but still works well and i hooked to my ethernet!",ethernet,115,123,positive,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
239,2578,laptop,train,Additional caveat: the base installation comes with some Toshiba-specific software that may or may not be to a user's liking.,base installation,23,40,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
240,2578,laptop,train,Additional caveat: the base installation comes with some Toshiba-specific software that may or may not be to a user's liking.,software,74,82,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
241,942,laptop,train,Taking it back to Best Buy I found that a tiny plastic piece inside had broken (manuf issue).,manuf,82,87,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
245,13,laptop,train,The AMD Turin processor seems to always perform so much better than Intel.,Intel,68,73,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
246,1852,laptop,train,After that the said it was under warranty.,warranty,35,43,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
248,2708,laptop,train,The start menu is not the easiest thing to navigate due to the stacking.,navigate,43,51,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
249,1566,laptop,train,Only thing I would want to add to this is an internal bluray read/write drive.,bluray read/write drive,54,77,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
250,540,laptop,train,The service tech said he had tried to duplicate the damage and wasn't able to recreate it therefore it had to be their defect.,service tech,4,16,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
251,878,laptop,train,"The tech store I purchased this from sent it back,,,,,eventually I got a new or repaired machine approximately 3 weeks later.",tech store,4,14,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
259,2675,laptop,train,"I had static in the output, and I had to reduce the sound output quality to ""FM"" as opposed to the default ""CD.",sound output quality,52,72,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
262,2698,laptop,train,I went to Toshiba online help and found some suggestions to fix it.,Toshiba online help,10,29,positive,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
265,2918,laptop,train,If you check you will find the same notebook with the above missing ports and a dual core AMD or Intel processor.,processor,103,112,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
271,1355,laptop,train,Runs Hot  I thought we were paying for quality in our decision to buy an Apple product.,quality,39,46,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
278,4,laptop,train,I bought a protector for my key pad and it works great :),key pad,28,35,positive,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
280,1376,laptop,train,It seems they could have updated XP and done without creating Vista.,XP,33,35,positive,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
281,1376,laptop,train,It seems they could have updated XP and done without creating Vista.,Vista,62,67,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
287,1426,laptop,train,"I was ready to take it back for a refund, but the Geek Squad camed through and pointed me in the right direction to get it fixed.",Geek Squad,50,60,positive,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
293,537,laptop,train,I had purchased it from a major electronics store and took it to their service department to find out what the problem was.,service department,71,89,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
294,541,laptop,train,The store honored their warrenty and made the comment that they don't even recommend the HP brand because of the problems with their warrentys.,warrenty,24,32,positive,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
296,3043,laptop,train,I always use a backup hard disk to store important files at all times.,hard disk,22,31,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
301,3081,laptop,train,Once I removed all the software the laptop loads in 15-20 seconds.,software,23,31,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
302,3081,laptop,train,Once I removed all the software the laptop loads in 15-20 seconds.,loads,43,48,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
304,308,laptop,train,On my PowerBook G4 I would never use the trackpad I would use an external mouse because I didn't like the trackpad.,external mouse,65,79,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
312,206,laptop,train,The i5 blows my desktop out of the water when it comes to rendering videos.,i5,4,6,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
319,1867,laptop,train,"I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).",operating system,211,227,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
324,2811,laptop,train,"Fan vents to the side, so no cooling pad needed, great feature!",Fan,0,3,positive,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
334,1424,laptop,train,My wireless system would not recognize Windows 7 and I couldn't get online to find out why.,wireless system,3,18,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
335,1424,laptop,train,My wireless system would not recognize Windows 7 and I couldn't get online to find out why.,Windows 7,39,48,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
343,2496,laptop,train,Mac is not made for gaming.,gaming,20,26,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
344,1089,laptop,train,"Well I spilled something on it and they replaced it with this model, which gets hot and the battery doesn't make it through 1 DVD.",battery,92,99,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
347,490,laptop,train,But Sony said we could send it back and be charged for adding the bluetooth an additional seventy something dollars.,adding the bluetooth,55,75,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
352,2018,laptop,train,The materials that came with the computer did not include the right # anywhere.,materials,4,13,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
353,2022,laptop,train,It does not even have the software to play a dvd now.,software,26,34,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
354,1191,laptop,train,Tech support tells me the latter problem is a power supply problem and have offered to fix it if it happens again.,Tech support,0,12,positive,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
356,777,laptop,train,HOW DOES THE POWER SUPPLY NOT WORK!!!,POWER SUPPLY,13,25,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
360,1068,laptop,train,"I reloaded with Windows 7 Ultimate, and the Bluetooth and Fingerprint reader (software) would not load.",Windows 7 Ultimate,16,34,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
361,1068,laptop,train,"I reloaded with Windows 7 Ultimate, and the Bluetooth and Fingerprint reader (software) would not load.",Bluetooth,44,53,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
362,1068,laptop,train,"I reloaded with Windows 7 Ultimate, and the Bluetooth and Fingerprint reader (software) would not load.",Fingerprint reader,58,76,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
363,1068,laptop,train,"I reloaded with Windows 7 Ultimate, and the Bluetooth and Fingerprint reader (software) would not load.",software,78,86,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
364,2030,laptop,train,None of the techs at HP knew what they were doing.,techs at HP,12,23,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
378,1984,laptop,train,"Who couldn't love a DVD burner, 80-gigabyte HD, and fairly new graphics chip? As I soon discovered, though, there is a reason for which similarly-configured Sony and Toshiba machines cost more: they use higher-quality components that are faster, better-configured, and end up lasting a lot longer.",HD,44,46,positive,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
381,1984,laptop,train,"Who couldn't love a DVD burner, 80-gigabyte HD, and fairly new graphics chip? As I soon discovered, though, there is a reason for which similarly-configured Sony and Toshiba machines cost more: they use higher-quality components that are faster, better-configured, and end up lasting a lot longer.",DVD burner,20,30,positive,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
390,2962,laptop,train,"This is likely due to poor grounding and isolation between the components, and I'm hoping that it can be fixed with a ground loop isolator, but I still expected better product quality for this price range.",ground loop isolator,118,138,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
391,2962,laptop,train,"This is likely due to poor grounding and isolation between the components, and I'm hoping that it can be fixed with a ground loop isolator, but I still expected better product quality for this price range.",price range,193,204,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
395,1041,laptop,train,Loaded with bloatware.,bloatware,12,21,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
419,2034,laptop,train,I had something else go wrong and they said it had to be in good working order to be able to buy the warranty.,warranty,101,109,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
420,2669,laptop,train,Sometimes you really have to tap the pad to get it to worki,pad,37,40,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
424,2181,laptop,train,"Three, the mac book has advantages over pcs' with linux based os there is very 'few problems with system performance when it comes to a mac.",linux based os,50,64,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
426,1752,laptop,train,"however, I may have inadvertently thrown out one of the batteries with the shipping carton.",batteries,56,65,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
427,1752,laptop,train,"however, I may have inadvertently thrown out one of the batteries with the shipping carton.",shipping carton,75,90,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
429,2291,laptop,train,There is no need to open a program first and the cliick open or import.,program,27,34,positive,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
431,1893,laptop,train,"Three weeks after I bought the netbook, the screen quit working.",screen,44,50,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
434,2649,laptop,train,"The processor screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software.",graphics,94,102,positive,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
435,2649,laptop,train,"The processor screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software.",hardware,126,134,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
436,2649,laptop,train,"The processor screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software.",software,151,159,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
438,3072,laptop,train,I wanted something that had a new Intel Core processors and HDMI port so that we could hook it up directly to our TV.,HDMI port,60,69,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
440,761,laptop,train,"With today's company fighting over marketshare, its a shame that ASUS can get away with the inept staff answering thephone.",staff,98,103,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
444,1973,laptop,train,Microsoft word was not on it andI had to buy it seperately.,Microsoft word,0,14,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
445,2304,laptop,train,"it has 3 usb ports, 1 sd memory card reader and an sd memory car expansion.",usb ports,9,18,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
446,2304,laptop,train,"it has 3 usb ports, 1 sd memory card reader and an sd memory car expansion.",sd memory card reader,22,43,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
447,2304,laptop,train,"it has 3 usb ports, 1 sd memory card reader and an sd memory car expansion.",sd memory car expansion,51,74,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
451,1953,laptop,train,"My Toshiba did not have sound on everything, just certain things.",sound,24,29,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
454,744,laptop,train,The Aspire wont even boot past the Acer screen with a Droid (I have tried both Motorola and HTC) plugged into the USB port.,Acer screen,35,46,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
455,744,laptop,train,The Aspire wont even boot past the Acer screen with a Droid (I have tried both Motorola and HTC) plugged into the USB port.,USB port,114,122,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
456,744,laptop,train,The Aspire wont even boot past the Acer screen with a Droid (I have tried both Motorola and HTC) plugged into the USB port.,boot,21,25,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
458,70,laptop,train,It fires up in the morning in less than 30 seconds and I have never had any issues with it freezing.,fires up,3,11,positive,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
464,1623,laptop,train,With a MAC computer I have more free time as I don't have to wait for windows to boot up or shut down and all the viruses associated with windows.,windows,70,77,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
465,1623,laptop,train,With a MAC computer I have more free time as I don't have to wait for windows to boot up or shut down and all the viruses associated with windows.,boot up,81,88,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
466,1623,laptop,train,With a MAC computer I have more free time as I don't have to wait for windows to boot up or shut down and all the viruses associated with windows.,shut down,92,101,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
467,1623,laptop,train,With a MAC computer I have more free time as I don't have to wait for windows to boot up or shut down and all the viruses associated with windows.,windows,138,145,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
471,720,laptop,train,"Upgrading from Windows 7 Starter, thru Windows 7 Home Premium, to Windows 7 Professional was a snap;",Windows 7 Starter,15,32,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
472,720,laptop,train,"Upgrading from Windows 7 Starter, thru Windows 7 Home Premium, to Windows 7 Professional was a snap;",Windows 7 Home Premium,39,61,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
474,740,laptop,train,This computer had exactly the specifications I needed.,specifications,30,44,positive,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
475,2564,laptop,train,My kids (and dogs) destroyed two power cords by pulling on them.,power cords,33,44,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
480,1378,laptop,train,Windows also shuts the computer down for no reason without warning.,Windows,0,7,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
481,2999,laptop,train,not using wired lan not sure what thats about.,wired lan,10,19,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
484,2070,laptop,train,Anyways I bought this two months ago and when I first brought it home it kept giving me a message about a vibration in the hard drive and it is putting it temporaly in save zone.,hard drive,123,133,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
491,1874,laptop,train,"I feel that it was poorly put together, because once in a while different plastic pieces would come off of it.",plastic pieces,74,88,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
492,1546,laptop,train,"Finally, I should note that I took the 2GB RAM stick from my old EeePC and installed it before I even powered on for the first time.",2GB RAM stick,39,52,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
494,1180,laptop,train,"After sending out documents via email and having recipients tell me they could not open the documents or they came through as gibberish, I broke down and spent another $100 to get Microsoft Word for Mac.",Microsoft Word for Mac,180,202,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
496,799,laptop,train,then on top of it all their cusromer service center is in the middle east.,cusromer service center,28,51,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
