id,source_sentence_id,domain,split,sentence,target,from,to,polarity,is_implicit,opinion_words,source_file
64,1669,laptop,train,"It's like 9 punds, but if you can look past it, it's GREAT!",9 punds,10,17,negative,0.0,GREAT,Laptops_Train_v2_Implicit_Labeled.xml
65,2462,laptop,train,It's just as fast with one program open as it is with sixteen open.,program,27,34,neutral,0.0,fast,Laptops_Train_v2_Implicit_Labeled.xml
66,2719,laptop,train,"Still under warrenty so called Toshiba, no help at all.",warrenty,12,20,negative,0.0,no help,Laptops_Train_v2_Implicit_Labeled.xml
67,1224,laptop,train,I was happy with My purchase of a Toshiba Satellite L305D-S5934 laptop until it came time to have it repaired under the Toshiba Warranty.,Toshiba Warranty,120,136,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
68,2492,laptop,train,Amazing Quality!,Quality,8,15,positive,0.0,Amazing,Laptops_Train_v2_Implicit_Labeled.xml
69,1541,laptop,train,The fact that you can spend over $100 on just a webcam underscores the value of this machine.,webcam,48,54,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
70,1541,laptop,train,The fact that you can spend over $100 on just a webcam underscores the value of this machine.,value,71,76,positive,0.0,underscores,Laptops_Train_v2_Implicit_Labeled.xml
71,3060,laptop,train,"I mainly use it for email, internet, and managing personal files (pics, vids, etc.).",internet,27,35,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
72,3060,laptop,train,"I mainly use it for email, internet, and managing personal files (pics, vids, etc.).",managing personal files,41,64,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
73,915,laptop,train,"A month or so ago, the freaking motherboard just died.",motherboard,32,43,negative,0.0,freaking died,Laptops_Train_v2_Implicit_Labeled.xml
74,2050,laptop,train,"The system it comes with does not work properly, so when trying to fix the problems with it it started not working at all.",system,4,10,negative,0.0,not work properly,Laptops_Train_v2_Implicit_Labeled.xml
75,460,laptop,train,Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running.,charger,30,37,negative,0.0,stopped working,Laptops_Train_v2_Implicit_Labeled.xml
76,460,laptop,train,Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running.,hardware,92,100,negative,0.0,new,Laptops_Train_v2_Implicit_Labeled.xml
77,1524,laptop,train,"If a website ever freezes (which is rare), its really easy to force quit.",force quit,62,72,positive,0.0,easy,Laptops_Train_v2_Implicit_Labeled.xml
78,803,laptop,train,It rarely works and when it does it's incredibly slow.,works,10,15,negative,0.0,rarely,Laptops_Train_v2_Implicit_Labeled.xml
79,2225,laptop,train,I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program.,Windows 7,66,75,positive,0.0,enjoy,Laptops_Train_v2_Implicit_Labeled.xml
80,2225,laptop,train,I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program.,VMWare program,95,109,neutral,0.0,enjoy,Laptops_Train_v2_Implicit_Labeled.xml
81,2644,laptop,train,"It's so much easier to navigate through the operating system, to find files, and it runs a lot faster!",operating system,44,60,positive,0.0,easier,Laptops_Train_v2_Implicit_Labeled.xml
82,2644,laptop,train,"It's so much easier to navigate through the operating system, to find files, and it runs a lot faster!",runs,84,88,positive,0.0,faster,Laptops_Train_v2_Implicit_Labeled.xml
83,2644,laptop,train,"It's so much easier to navigate through the operating system, to find files, and it runs a lot faster!",navigate,23,31,positive,0.0,easier,Laptops_Train_v2_Implicit_Labeled.xml
84,2644,laptop,train,"It's so much easier to navigate through the operating system, to find files, and it runs a lot faster!",find files,65,75,positive,0.0,faster,Laptops_Train_v2_Implicit_Labeled.xml
85,1365,laptop,train,Purchased a Toshiba Lap top it worked good until just after the warrenty went out.,warrenty,64,72,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
86,2033,laptop,train,"I wanted to purchase the extended warranty and they refused, because they knew it was trouble.",extended warranty,25,42,neutral,0.0,refused,Laptops_Train_v2_Implicit_Labeled.xml
87,2271,laptop,train,We upgraded the memory to four gigabytes in order to take advantage of the performace increase in speed.,memory,16,22,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
88,2271,laptop,train,We upgraded the memory to four gigabytes in order to take advantage of the performace increase in speed.,speed,98,103,positive,0.0,increase,Laptops_Train_v2_Implicit_Labeled.xml
89,2271,laptop,train,We upgraded the memory to four gigabytes in order to take advantage of the performace increase in speed.,performace,75,85,positive,0.0,increase,Laptops_Train_v2_Implicit_Labeled.xml
90,103,laptop,train,"The reality was, it heated up very quickly, and took way too long to do simple things, like opening my Documents folder.",opening my Documents folder,92,119,negative,0.0,long,Laptops_Train_v2_Implicit_Labeled.xml
91,1149,laptop,train,I had always used PCs and been constantly frustrated by the crashing and the poorly designed operating systems that were never very intuitive.,operating systems,93,110,negative,0.0,poorly designed intuitive,Laptops_Train_v2_Implicit_Labeled.xml
92,900,laptop,train,"Then, within 5 months, the charger crapped out on me.",charger,27,34,negative,0.0,crapped,Laptops_Train_v2_Implicit_Labeled.xml
93,1649,laptop,train,And if you have a iphone or ipod touch you can connect and download songs to it at high speed.,speed,88,93,positive,0.0,high,Laptops_Train_v2_Implicit_Labeled.xml
94,446,laptop,train,I love the glass touchpad.,glass touchpad,11,25,positive,0.0,love,Laptops_Train_v2_Implicit_Labeled.xml
95,1912,laptop,train,I continued to take the computer in AGAIN and they replaced the hard drive and mother board yet again.,hard drive,66,76,negative,0.0,replaced,Laptops_Train_v2_Implicit_Labeled.xml
96,1912,laptop,train,I continued to take the computer in AGAIN and they replaced the hard drive and mother board yet again.,mother board,81,93,negative,0.0,replaced,Laptops_Train_v2_Implicit_Labeled.xml
97,2752,laptop,train,I am using the external speaker- sound is good.,external speaker,15,31,positive,0.0,good,Laptops_Train_v2_Implicit_Labeled.xml
98,2752,laptop,train,I am using the external speaker- sound is good.,sound,33,38,positive,0.0,good,Laptops_Train_v2_Implicit_Labeled.xml
99,2381,laptop,train,"still testing the battery life as i thought it would be better, but am very happy with the upgrade.",battery life,18,30,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
100,404,laptop,train,"Then HP sends it back to me with the hardware screwed up, not able to connect.",hardware,37,45,negative,0.0,screwed up,Laptops_Train_v2_Implicit_Labeled.xml
101,407,laptop,train,"Oh yeah, don't forget the expensive shipping to and from HP.",shipping,36,44,negative,0.0,expensive,Laptops_Train_v2_Implicit_Labeled.xml
102,1731,laptop,train,"Everything is so easy to use, Mac software is just so much simpler than Microsoft software.",Mac software,30,42,positive,0.0,easy,Laptops_Train_v2_Implicit_Labeled.xml
103,1731,laptop,train,"Everything is so easy to use, Mac software is just so much simpler than Microsoft software.",Microsoft software,72,90,negative,0.0,simpler than,Laptops_Train_v2_Implicit_Labeled.xml
104,1731,laptop,train,"Everything is so easy to use, Mac software is just so much simpler than Microsoft software.",use,25,28,positive,0.0,easy,Laptops_Train_v2_Implicit_Labeled.xml
105,1186,laptop,train,"And if you do a lot of writing, editing is a problem since there is no  forward delete  key.",delete  key,80,91,negative,0.0,no,Laptops_Train_v2_Implicit_Labeled.xml
106,1186,laptop,train,"And if you do a lot of writing, editing is a problem since there is no  forward delete  key.",editing,32,39,negative,0.0,problem,Laptops_Train_v2_Implicit_Labeled.xml
107,2470,laptop,train,Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.,use,12,15,positive,0.0,ease,Laptops_Train_v2_Implicit_Labeled.xml
108,2470,laptop,train,Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.,service,28,35,positive,0.0,top,Laptops_Train_v2_Implicit_Labeled.xml
109,2470,laptop,train,Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.,phone assistance,60,76,positive,0.0,can not be beat,Laptops_Train_v2_Implicit_Labeled.xml
110,2470,laptop,train,Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.,genius bar,99,109,positive,0.0,can not be beat,Laptops_Train_v2_Implicit_Labeled.xml
111,331,laptop,train,"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",battery life,17,29,positive,0.0,perfect,Laptops_Train_v2_Implicit_Labeled.xml
112,331,laptop,train,"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",battery life,180,192,positive,0.0,perfect,Laptops_Train_v2_Implicit_Labeled.xml
113,331,laptop,train,"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",gaming,142,148,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
114,331,laptop,train,"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",movie playing,153,166,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
115,331,laptop,train,"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",web browsing,48,60,neutral,0.0,perfect,Laptops_Train_v2_Implicit_Labeled.xml
116,331,laptop,train,"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",word editing,65,77,neutral,0.0,perfect,Laptops_Train_v2_Implicit_Labeled.xml
117,1057,laptop,train,"Acer has set me up with FREE recovery discs, when they are available since I asked.",recovery discs,29,43,positive,0.0,FREE,Laptops_Train_v2_Implicit_Labeled.xml
118,1095,laptop,train,"I also purchased Office Max's ""Max Assurance"" with the ""no lemon"" clause.","Office Max's ""Max Assurance""",17,45,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
119,1718,laptop,train,I eventually did the migration from my iMac backup disc which uses USB.,iMac backup disc,39,55,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
120,1718,laptop,train,I eventually did the migration from my iMac backup disc which uses USB.,USB,67,70,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
121,2923,laptop,train,"The battery life seems to be very good, and have had no issues with it.",battery life,4,16,positive,0.0,good no issues,Laptops_Train_v2_Implicit_Labeled.xml
122,3027,laptop,train,Enabling the battery timer is useless.,battery timer,13,26,negative,0.0,useless,Laptops_Train_v2_Implicit_Labeled.xml
123,654,laptop,train,Temperatures on the outside were alright but i did not track in Core Processing Unit temperatures.,Temperatures,0,12,neutral,0.0,alright,Laptops_Train_v2_Implicit_Labeled.xml
124,654,laptop,train,Temperatures on the outside were alright but i did not track in Core Processing Unit temperatures.,Core Processing Unit temperatures,64,97,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
125,1110,laptop,train,Going to bring it to service today.,service,21,28,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
126,1488,laptop,train,"There is no need to purchase virus protection for Mac, which saves me a lot of time and money.",virus protection for Mac,29,53,positive,0.0,saves,Laptops_Train_v2_Implicit_Labeled.xml
127,488,laptop,train,"But we had paid for bluetooth, and there was none.",bluetooth,20,29,negative,0.0,none,Laptops_Train_v2_Implicit_Labeled.xml
128,1289,laptop,train,"So, I paid a visit to LG notebook service center at Alexandra Road, hoping they can make the hinge tighter.",LG notebook service center,22,48,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
129,1289,laptop,train,"So, I paid a visit to LG notebook service center at Alexandra Road, hoping they can make the hinge tighter.",hinge,93,98,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
130,2985,laptop,train,"My daughter uses it for games, email, facebook, pictures and music.",games,24,29,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
131,1573,laptop,train,"It is always reliable, never bugged and responds well.",responds,40,48,positive,0.0,well,Laptops_Train_v2_Implicit_Labeled.xml
132,1928,laptop,train,After about a week I finally got it back and was told that the motherboard had failed and so they installed a new motherboard.,motherboard,63,74,negative,0.0,new,Laptops_Train_v2_Implicit_Labeled.xml
133,1928,laptop,train,After about a week I finally got it back and was told that the motherboard had failed and so they installed a new motherboard.,motherboard,114,125,neutral,0.0,new,Laptops_Train_v2_Implicit_Labeled.xml
134,1099,laptop,train,"It was slow, locked up, and also had hardware replaced after only 2 months!",hardware,37,45,negative,0.0,replaced,Laptops_Train_v2_Implicit_Labeled.xml
135,1347,laptop,train,they had to replace the motherboard in April,motherboard,24,35,negative,0.0,replace,Laptops_Train_v2_Implicit_Labeled.xml
136,1408,laptop,train,"Yes, the computer was light weight, less expensive than the average laptop, and was pretty self explantory in use.",use,110,113,positive,0.0,self explantory,Laptops_Train_v2_Implicit_Labeled.xml
137,1374,laptop,train,"Also, if you need to talk to a representive at Microsoft, there is a charge, which I believe is robbery, since you are charged enormous amounts for a very badly designed system, which most people would have went with XP if they could.",representive at Microsoft,31,56,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
138,1374,laptop,train,"Also, if you need to talk to a representive at Microsoft, there is a charge, which I believe is robbery, since you are charged enormous amounts for a very badly designed system, which most people would have went with XP if they could.",system,170,176,negative,0.0,badly designed,Laptops_Train_v2_Implicit_Labeled.xml
139,1374,laptop,train,"Also, if you need to talk to a representive at Microsoft, there is a charge, which I believe is robbery, since you are charged enormous amounts for a very badly designed system, which most people would have went with XP if they could.",XP,217,219,positive,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
140,2864,laptop,train,I love WIndows 7 which is a vast improvment over Vista.,WIndows 7,7,16,positive,0.0,love,Laptops_Train_v2_Implicit_Labeled.xml
141,2864,laptop,train,I love WIndows 7 which is a vast improvment over Vista.,Vista,49,54,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
142,30,laptop,train,"Keyboard is great, very quiet for all the typing that I do.",Keyboard,0,8,positive,0.0,great quiet,Laptops_Train_v2_Implicit_Labeled.xml
143,474,laptop,train,Dell's customer disservice is an insult to it's customers who pay good money for shoddy products.,Dell's customer disservice,0,26,negative,0.0,insult,Laptops_Train_v2_Implicit_Labeled.xml
144,156,laptop,train,"It had a cooling system malfunction after 10 minutes of general use, and would not move past this error.",cooling system,9,23,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
145,156,laptop,train,"It had a cooling system malfunction after 10 minutes of general use, and would not move past this error.",use,64,67,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
146,2095,laptop,train,"I can render AVCHD movies with little effort, which was a problem for most pc's unless you had a quad core I7.",quad core I7,97,109,positive,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
147,1722,laptop,train,"After talking it over with the very knowledgeable sales associate, I chose the MacBook Pro over the white MacBook.",sales associate,50,65,positive,0.0,knowledgeable,Laptops_Train_v2_Implicit_Labeled.xml
148,2004,laptop,train,"If you really want a bang-up system and don't need to run Windows applications, go with an Apple;",system,29,35,positive,0.0,bang-up,Laptops_Train_v2_Implicit_Labeled.xml
149,2004,laptop,train,"If you really want a bang-up system and don't need to run Windows applications, go with an Apple;",Windows applications,58,78,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
150,2296,laptop,train,You won't have to spend gobs of money on some inefficient virus program that needs to be updated every month and that constantly drains your wallet.,virus program,58,71,negative,0.0,inefficient,Laptops_Train_v2_Implicit_Labeled.xml
151,493,laptop,train,It weighed like seven pounds or something like that.,weighed,3,10,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
152,493,laptop,train,It weighed like seven pounds or something like that.,seven pounds,16,28,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
153,902,laptop,train,"2 months later, the battery went.",battery,20,27,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
154,2433,laptop,train,You may need to special order a bag.,bag,32,35,neutral,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
155,1675,laptop,train,It's color is even cool.,color,5,10,positive,0.0,cool,Laptops_Train_v2_Implicit_Labeled.xml
156,609,laptop,train,keys are all in weird places and is way too large for the way it is designed.,keys,0,4,negative,0.0,weird large,Laptops_Train_v2_Implicit_Labeled.xml
157,609,laptop,train,keys are all in weird places and is way too large for the way it is designed.,designed,68,76,negative,1.0,,Laptops_Train_v2_Implicit_Labeled.xml
158,296,laptop,train,"Yes, a Mac is much more money than the average laptop out there, but there is no comparison in style, speed and just cool factor.",style,95,100,positive,0.0,no comparison,Laptops_Train_v2_Implicit_Labeled.xml
